25/06/16,02:52,nomePadrao,txd,tyd,chfX,chfY,entrada,chapaX,chapaY,pecas,Kerf,pecasFaltantes,pecasGeradas,SpesoUnitario,SpesoTotal,SdistCorte,versao,erros,formato,processo
19/04/16,11:15,"4 POL X147X147-1P","147","147","5","0","0","1","1.9","0","1","18 kg","18 kg","613 mm","1.16.0203","0","retangulo","Oxicorte"
19/04/16,11:14,nomePadrao,diam1,,entrada,chapaX,chapaY,pecas,Kerf,pecasFaltantes,pecasGeradas,SpesoUnitario,SpesoTotal,SdistCorte,versao,erros,formato,processo
19/04/16,11:14,"2 POL X D152-2P","152","","5","0","0","2","1.6","0","2","8 kg","15 kg","1 metro","1.16.0203","0",circulo,"Oxicorte"
19/04/16,11:13,nomePadrao,diam1,,entrada,chapaX,chapaY,pecas,Kerf,pecasFaltantes,pecasGeradas,SpesoUnitario,SpesoTotal,SdistCorte,versao,erros,formato,processo
19/04/16,11:13,"1-3-4 POL X D156-2P","156","","5","0","0","2","1.6","0","2","7 kg","14 kg","1 metro","1.16.0203","0",circulo,"Oxicorte"
19/04/16,11:11,nomePadrao,diam1,,entrada,chapaX,chapaY,pecas,Kerf,pecasFaltantes,pecasGeradas,SpesoUnitario,SpesoTotal,SdistCorte,versao,erros,formato,processo
19/04/16,11:11,"2 POL X D160-2P","160","","5","0","0","2","1.6","0","2","9 kg","17 kg","1 metro","1.16.0203","0",circulo,"Oxicorte"
19/04/16,11:10,nomePadrao,diam1,diam2,entrada,chapaX,chapaY,pecas,Kerf,pecasFaltantes,pecasGeradas,SpesoUnitario,SpesoTotal,SdistCorte,versao,erros,formato,processo
19/04/16,11:10,"3-1-2 POL XD395XD138-1P","395","138","5","0","0","1","1.9","0","1","76 kg","76 kg","1 metro","1.16.0203","0",anel,"Oxicorte"
19/04/16,11:10,nomePadrao,diam1,diam2,entrada,chapaX,chapaY,pecas,Kerf,pecasFaltantes,pecasGeradas,SpesoUnitario,SpesoTotal,SdistCorte,versao,erros,formato,processo
19/04/16,11:10,"3-1-2 POL XD395XD138-1P","395","138","5","0","0","1","1.9","0","1","76 kg","76 kg","1 metro","1.16.0203","0",anel,"Oxicorte"
19/04/16,11:08,nomePadrao,diam1,diam2,entrada,chapaX,chapaY,pecas,Kerf,pecasFaltantes,pecasGeradas,SpesoUnitario,SpesoTotal,SdistCorte,versao,erros,formato,processo
19/04/16,11:08,"4 POL XD320XD128-1P","320","128","5","0","0","1","1.9","0","1","54 kg","54 kg","1 metro","1.16.0203","0",anel,"Oxicorte"
19/04/16,11:06,nomePadrao,diam1,diam2,entrada,chapaX,chapaY,pecas,Kerf,pecasFaltantes,pecasGeradas,SpesoUnitario,SpesoTotal,SdistCorte,versao,erros,formato,processo
19/04/16,11:06,"2 POL XD230XD118-1P","230","118","5","0","0","1","1.6","0","1","13 kg","13 kg","1 metro","1.16.0203","0",anel,"Oxicorte"
19/04/16,11:03,nomePadrao,diam1,,entrada,chapaX,chapaY,pecas,Kerf,pecasFaltantes,pecasGeradas,SpesoUnitario,SpesoTotal,SdistCorte,versao,erros,formato,processo
19/04/16,11:03,"3 POL X D281-1P","281","","5","0","0","1","1.75","0","1","38 kg","38 kg","907 mm","1.16.0203","0",circulo,"Oxicorte"
19/04/16,11:02,nomePadrao,diam1,diam2,entrada,chapaX,chapaY,pecas,Kerf,pecasFaltantes,pecasGeradas,SpesoUnitario,SpesoTotal,SdistCorte,versao,erros,formato,processo
19/04/16,11:02,"3 POL XD393XD254-1P","393","254","5","0","0","1","1.75","0","1","43 kg","43 kg","2 metros","1.16.0203","0",anel,"Oxicorte"
19/04/16,10:34,nomePadrao,txd,tyd,entrada,chapaX,chapaY,pecas,Kerf,pecasFaltantes,pecasGeradas,SpesoUnitario,SpesoTotal,SdistCorte,versao,erros,formato,processo,Terminal
19/04/16,10:34,"MKP30C 2mmX54X54-24P","54","54","5","590","590","24","0.8","0","24","46 gramas","2 kg","3 metros","1.16.0203","False","retangulo","Plasma","Terminal"
19/04/16,09:35,nomePadrao,txd,tyd,entrada,chapaX,chapaY,pecas,Kerf,pecasFaltantes,pecasGeradas,SpesoUnitario,SpesoTotal,SdistCorte,versao,erros,formato,processo
19/04/16,09:35,"1-4 POL X60X60-24P","60","60","5","880","300","24","1.2","0","24","180 gramas","5 kg","4 metros","1.16.0203","0","retangulo","Plasma"
19/04/16,09:35,nomePadrao,txd,tyd,entrada,chapaX,chapaY,pecas,Kerf,pecasFaltantes,pecasGeradas,SpesoUnitario,SpesoTotal,SdistCorte,versao,erros,formato,processo
19/04/16,09:35,"1-4 POL X60X60-56P","60","60","5","880","300","244","1.2","188","56","180 gramas","11 kg","8 metros","1.16.0203","0","retangulo","Plasma"
19/04/16,09:34,nomePadrao,txd,tyd,entrada,chapaX,chapaY,pecas,Kerf,pecasFaltantes,pecasGeradas,SpesoUnitario,SpesoTotal,SdistCorte,versao,erros,formato,processo
19/04/16,09:34,"1-4 POL X60X60-28P","60","60","5","880","160","244","1.2","216","28","180 gramas","6 kg","4 metros","1.16.0203","0","retangulo","Plasma"
19/04/16,09:34,nomePadrao,txd,tyd,entrada,chapaX,chapaY,pecas,Kerf,pecasFaltantes,pecasGeradas,SpesoUnitario,SpesoTotal,SdistCorte,versao,erros,formato,processo
19/04/16,09:34,"1-4 POL X60X60-28P","60","60","5","880","130","244","1.2","216","28","180 gramas","6 kg","4 metros","1.16.0203","0","retangulo","Plasma"
19/04/16,08:42,nomePadrao,diam1,diam2,entrada,chapaX,chapaY,pecas,Kerf,pecasFaltantes,pecasGeradas,SpesoUnitario,SpesoTotal,SdistCorte,versao,erros,formato,processo
19/04/16,08:42,"5-8 POL XD151XD74-2P","151","74","5","0","0","2","1.4","0","2","2 kg","4 kg","1 metro","1.16.0203","0",anel,"Plasma"
19/04/16,08:41,nomePadrao,diam1,diam2,entrada,chapaX,chapaY,pecas,Kerf,pecasFaltantes,pecasGeradas,SpesoUnitario,SpesoTotal,SdistCorte,versao,erros,formato,processo
19/04/16,08:41,"3-4 POL XD156XD74-2P","156","74","5","0","0","2","1.4","0","2","3 kg","5 kg","1 metro","1.16.0203","0",anel,"Plasma"
19/04/16,08:25,nomePadrao,txd,tyd,entrada,chapaX,chapaY,pecas,Kerf,pecasFaltantes,pecasGeradas,SpesoUnitario,SpesoTotal,SdistCorte,versao,erros,formato,processo
19/04/16,08:25,"5-8 POL X175X250-1P","175","250","5","0","0","1","1.4","0","1","6 kg","6 kg","871 mm","1.16.0203","0","retangulo","Plasma"
